idx	status	level	score	techniques
185	solved	极端	15470	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*5, Locked Candidates Type 2 (Claiming)*5, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Almost Locked Set XY-Wing*3, Forcing Chain Contradiction*14, Discontinuous Nice Loop*9, Forcing Net Verity*1, 摩天楼(Skyscraper)*1, XY链(XY-Chain)*3, Naked Single*20, 空矩形(Empty Rectangle)*1, Locked Pair*1, Naked Pair*1, W-Wing*2, Full House*19, Naked Triple*1, Bivalue Universal Grave + 1*1
186	solved	极端	9170	隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*8, Locked Candidates Type 2 (Claiming)*2, 隐藏数对(Hidden Pair)*1, W-Wing*2, Almost Locked Set XZ-Rule*2, Forcing Net Verity*1, Naked Quadruple*1, Naked Single*25, XY链(XY-Chain)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Discontinuous Nice Loop*7, Forcing Chain Contradiction*4, Locked Pair*1, Forcing Chain Verity*1, Finned Swordfish*1, Naked Triple*2, XY-Wing*1, 摩天楼(Skyscraper)*1, Full House*21
187	solved	极端	9626	Naked Single*21, 隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*5, 双线风筝(2-String Kite)*1, Finned X-Wing*2, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*10, Almost Locked Set XY-Wing*2, 空矩形(Empty Rectangle)*1, XY链(XY-Chain)*1, Full House*20
188	solved	极端	3178	隐藏唯一数(Hidden Single)*20, Naked Single*16, Locked Candidates Type 1 (Pointing)*3, Discontinuous Nice Loop*5, Forcing Chain Contradiction*1, Forcing Net Verity*1, Full House*21
189	solved	极端	3052	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*5, Locked Candidates Type 2 (Claiming)*2, Finned Swordfish*1, Forcing Chain Contradiction*2, Sashimi X-Wing*1, Locked Pair*2, Naked Triple*1, 摩天楼(Skyscraper)*1, Naked Pair*1, 双线风筝(2-String Kite)*1, W-Wing*1, Discontinuous Nice Loop*1, Naked Single*28, XY-Wing*1, Full House*20
190	solved	极端	9134	隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*4, Discontinuous Nice Loop*9, Forcing Chain Contradiction*8, 双线风筝(2-String Kite)*1, Almost Locked Set XZ-Rule*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, W-Wing*2, Naked Single*21, Locked Candidates Type 2 (Claiming)*1, Naked Pair*2, Full House*21
191	solved	极端	3102	Naked Single*18, 隐藏唯一数(Hidden Single)*15, Locked Candidates Type 1 (Pointing)*5, Locked Candidates Type 2 (Claiming)*2, 摩天楼(Skyscraper)*1, 隐藏数对(Hidden Pair)*1, Discontinuous Nice Loop*3, Almost Locked Set XZ-Rule*2, Forcing Chain Contradiction*1, Sue de Coq*1, Full House*20
192	solved	极端	8216	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*2, Locked Candidates Type 2 (Claiming)*2, Naked Triple*1, 双线风筝(2-String Kite)*2, Forcing Chain Contradiction*5, Almost Locked Set XY-Wing*1, Continuous Nice Loop*1, 摩天楼(Skyscraper)*2, Discontinuous Nice Loop*3, Naked Single*19, 空矩形(Empty Rectangle)*2, Sue de Coq*1, XY链(XY-Chain)*1, AIC*1, X-Wing*2, W-Wing*1, Full House*19
193	solved	极端	8694	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*7, Finned X-Wing*1, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*7, Forcing Net Verity*1, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*1, Naked Pair*2, 空矩形(Empty Rectangle)*1, Locked Candidates Type 2 (Claiming)*1, Naked Single*18, Sue de Coq*1, AIC*1, Discontinuous Nice Loop*3, XYZ-Wing*1, 摩天楼(Skyscraper)*1, Full House*21
194	solved	极端	4572	隐藏唯一数(Hidden Single)*10, Locked Pair*1, Locked Candidates Type 1 (Pointing)*5, Forcing Chain Contradiction*1, Forcing Net Contradiction*1, Forcing Net Verity*1, Naked Single*24, Full House*19, 双线风筝(2-String Kite)*1, 成组连续环(Grouped Continuous Nice Loop)*1, X-Wing*1, Naked Pair*1, AIC*1, Locked Candidates Type 2 (Claiming)*2, Continuous Nice Loop*1, Sue de Coq*2, XY链(XY-Chain)*1
195	solved	极端	7354	隐藏唯一数(Hidden Single)*14, Locked Candidates Type 1 (Pointing)*3, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Discontinuous Nice Loop*6, Forcing Chain Contradiction*1, Forcing Net Contradiction*1, 成组 AIC*2, Naked Triple*2, 空矩形(Empty Rectangle)*1, AIC*2, Finned Swordfish*1, Naked Single*21, Continuous Nice Loop*2, Locked Candidates Type 2 (Claiming)*2, Simple Colors Trap*1, Naked Pair*2, 摩天楼(Skyscraper)*1, XYZ-Wing*1, XY链(XY-Chain)*1, W-Wing*2, 三链列(Swordfish)*1, 隐藏数对(Hidden Pair)*1, Full House*21
196	solved	极端	10204	Naked Single*16, 隐藏唯一数(Hidden Single)*14, XY-Wing*2, Forcing Chain Contradiction*7, Forcing Net Verity*2, Full House*21, Locked Candidates Type 1 (Pointing)*4, Multi Colors 1*1, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XY-Wing*1, Almost Locked Set XZ-Rule*1, Discontinuous Nice Loop*2, AIC*2, 成组 AIC*1, Locked Candidates Type 2 (Claiming)*1, Naked Pair*1, 摩天楼(Skyscraper)*1, 隐式矩形(Hidden Rectangle)*2, XY链(XY-Chain)*1
197	solved	极端	3942	隐藏唯一数(Hidden Single)*10, Naked Single*23, Locked Candidates Type 1 (Pointing)*4, Locked Candidates Type 2 (Claiming)*2, Naked Triple*1, Finned X-Wing*1, Forcing Chain Contradiction*2, Almost Locked Set XY-Wing*1, AIC*1, 隐式矩形(Hidden Rectangle)*2, Discontinuous Nice Loop*3, Naked Pair*1, Full House*20, X-Wing*1, 摩天楼(Skyscraper)*1, W-Wing*1
198	solved	极端	7590	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*4, 空矩形(Empty Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*6, Forcing Net Verity*1, Naked Pair*3, 双线风筝(2-String Kite)*2, W-Wing*1, XYZ-Wing*1, X-Wing*3, Sue de Coq*1, AIC*1, Naked Single*21, Full House*21, Locked Pair*1, 摩天楼(Skyscraper)*1, 隐式矩形(Hidden Rectangle)*1, Multi Colors 1*1, Naked Triple*1, Locked Candidates Type 2 (Claiming)*1, XY链(XY-Chain)*1
199	solved	极端	5358	隐藏唯一数(Hidden Single)*12, X-Wing*2, 双线风筝(2-String Kite)*1, Naked Triple*1, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*1, 空矩形(Empty Rectangle)*1, Locked Candidates Type 1 (Pointing)*3, Locked Candidates Type 2 (Claiming)*2, 隐藏数对(Hidden Pair)*1, Naked Single*19, 摩天楼(Skyscraper)*1, Naked Pair*2, Discontinuous Nice Loop*4, Finned X-Wing*1, XY链(XY-Chain)*1, Full House*21
200	solved	极端	6226	隐藏唯一数(Hidden Single)*21, 三链列(Swordfish)*2, 摩天楼(Skyscraper)*1, Discontinuous Nice Loop*5, Forcing Chain Contradiction*2, Locked Candidates Type 1 (Pointing)*2, Almost Locked Set XY-Wing*4, 双线风筝(2-String Kite)*2, Naked Single*13, Naked Triple*1, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, 唯一性测试 4*1, W-Wing*2, 空矩形(Empty Rectangle)*3, Locked Candidates Type 2 (Claiming)*1, Full House*20
201	solved	极端	5840	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 2 (Claiming)*2, 双线风筝(2-String Kite)*2, Finned X-Wing*1, Finned Swordfish*1, Discontinuous Nice Loop*2, 成组 AIC*1, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Forcing Chain Contradiction*1, Forcing Chain Verity*1, Naked Single*30, 隐藏数对(Hidden Pair)*1, Hidden Triple*1, Locked Candidates Type 1 (Pointing)*1, Continuous Nice Loop*1, Simple Colors Trap*1, AIC*1, Sue de Coq*1, Full House*20
202	solved	极端	7582	隐藏唯一数(Hidden Single)*15, Locked Pair*1, 双线风筝(2-String Kite)*3, Multi Colors 1*1, Discontinuous Nice Loop*9, AIC*5, Almost Locked Set Chain*1, Forcing Net Verity*1, Locked Candidates Type 2 (Claiming)*1, W-Wing*1, Naked Single*17, XY-Wing*2, 隐式矩形(Hidden Rectangle)*1, Finned Swordfish*1, Locked Candidates Type 1 (Pointing)*3, Almost Locked Set XY-Wing*1, Naked Triple*1, X-Wing*1, Naked Pair*1, Full House*21
203	solved	极端	6800	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*7, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Locked Candidates Type 2 (Claiming)*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*5, XYZ-Wing*1, Discontinuous Nice Loop*2, Almost Locked Set XY-Wing*1, Forcing Net Verity*1, Finned X-Wing*1, Sue de Coq*1, Continuous Nice Loop*1, Naked Single*26, Full House*21, 摩天楼(Skyscraper)*1, W-Wing*1
204	solved	极端	4712	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 2 (Claiming)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2, Forcing Net Verity*1, Locked Candidates Type 1 (Pointing)*1, 隐藏数对(Hidden Pair)*1, 唯一性测试 3*1, XYZ-Wing*1, Almost Locked Set XY-Wing*1, Naked Single*19, 隐式矩形(Hidden Rectangle)*1, Sue de Coq*1, Full House*21
205	solved	极端	8356	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*9, 隐藏数对(Hidden Pair)*1, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*7, XYZ-Wing*1, Finned X-Wing*1, XY-Wing*1, Sue de Coq*1, Naked Single*22, Full House*19
206	solved	极端	8734	隐藏唯一数(Hidden Single)*5, X-Wing*1, 空矩形(Empty Rectangle)*2, Locked Candidates Type 1 (Pointing)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*10, Forcing Chain Verity*2, Discontinuous Nice Loop*1, Locked Candidates Type 2 (Claiming)*1, 多宝鱼(Turbot Fish)*2, Locked Pair*1, Naked Single*27, 双线风筝(2-String Kite)*1, Naked Pair*3, Naked Triple*1, 三链列(Swordfish)*1, 摩天楼(Skyscraper)*1, Full House*19
207	solved	极端	7846	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*4, Naked Triple*1, Naked Pair*3, 双线风筝(2-String Kite)*1, Forcing Net Verity*1, Discontinuous Nice Loop*4, Almost Locked Set XY-Wing*1, Almost Locked Set Chain*1, Forcing Chain Contradiction*1, Naked Single*21, 隐式矩形(Hidden Rectangle)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*8, Almost Locked Set XZ-Rule*1, Locked Candidates Type 2 (Claiming)*2, Finned Franken Swordfish*1, 空矩形(Empty Rectangle)*1, AIC*1, 可避免的矩形(Avoidable Rectangle) 类型 1*1, Full House*20
208	solved	极端	6516	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*6, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*5, Forcing Chain Contradiction*3, Continuous Nice Loop*2, Simple Colors Trap*1, XY链(XY-Chain)*5, Locked Candidates Type 2 (Claiming)*1, Locked Pair*1, Naked Single*27, Sue de Coq*1, AIC*1, 隐式矩形(Hidden Rectangle)*1, W-Wing*1, Full House*20
209	solved	极端	9354	隐藏唯一数(Hidden Single)*14, Locked Candidates Type 1 (Pointing)*5, 摩天楼(Skyscraper)*2, Discontinuous Nice Loop*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*12, Forcing Chain Verity*1, Naked Single*16, Locked Candidates Type 2 (Claiming)*2, Full House*21, W-Wing*2, 三链列(Swordfish)*1, Sue de Coq*1, XY链(XY-Chain)*2, 隐式矩形(Hidden Rectangle)*1
210	solved	极端	10470	隐藏唯一数(Hidden Single)*14, Locked Candidates Type 1 (Pointing)*8, 双线风筝(2-String Kite)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Naked Single*21, Sue de Coq*1, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*9, Forcing Chain Verity*1, X-Wing*1, Finned Swordfish*1, Discontinuous Nice Loop*1, Almost Locked Set XZ-Rule*1, Naked Pair*1, 空矩形(Empty Rectangle)*1, XY链(XY-Chain)*5, Hidden Triple*1, AIC*1, 隐式矩形(Hidden Rectangle)*1, Finned X-Wing*1, Locked Candidates Type 2 (Claiming)*1, XY-Wing*1, W-Wing*1, Full House*20
211	solved	极端	3478	隐藏唯一数(Hidden Single)*26, Finned Jellyfish*1, Locked Candidates Type 1 (Pointing)*3, Forcing Chain Contradiction*2, Forcing Net Verity*1, 多宝鱼(Turbot Fish)*1, 空矩形(Empty Rectangle)*2, W-Wing*1, Naked Single*5, Full House*21, Locked Candidates Type 2 (Claiming)*2, 隐式矩形(Hidden Rectangle)*1, Finned Swordfish*1
212	solved	极端	4582	Naked Single*25, 隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*1, Finned Swordfish*1, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Naked Pair*1, Forcing Chain Contradiction*4, Sue de Coq*1, Full House*21
213	solved	极端	6216	Naked Single*24, 隐藏唯一数(Hidden Single)*10, Full House*20, Locked Pair*1, Locked Candidates Type 1 (Pointing)*5, XY-Wing*1, XYZ-Wing*1, Continuous Nice Loop*1, XY链(XY-Chain)*1, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*3, 成组 AIC*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Locked Candidates Type 2 (Claiming)*1, Forcing Chain Verity*2, Forcing Net Verity*1, Naked Triple*1, 双线风筝(2-String Kite)*1, Naked Pair*1, 摩天楼(Skyscraper)*1, Bivalue Universal Grave + 1*1
214	solved	极端	5070	Naked Single*20, 隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*4, Locked Candidates Type 2 (Claiming)*2, Discontinuous Nice Loop*2, Forcing Chain Contradiction*4, Almost Locked Set XZ-Rule*1, Naked Pair*1, 多宝鱼(Turbot Fish)*1, Finned Swordfish*2, Multi Colors 1*1, Continuous Nice Loop*1, AIC*2, Full House*21
215	solved	极端	6450	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*3, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*2, Forcing Net Verity*1, Naked Pair*1, Finned X-Wing*1, Discontinuous Nice Loop*7, Naked Triple*1, Naked Single*22, Locked Candidates Type 2 (Claiming)*2, XY链(XY-Chain)*1, Continuous Nice Loop*1, XY-Wing*1, 双线风筝(2-String Kite)*1, W-Wing*1, Full House*20
216	solved	极端	5716	Naked Single*26, 隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*5, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Forcing Chain Contradiction*3, Forcing Net Verity*1, Naked Triple*1, Discontinuous Nice Loop*2, 双线风筝(2-String Kite)*1, 空矩形(Empty Rectangle)*1, AIC*2, Naked Pair*1, 唯一性测试 4*1, XY链(XY-Chain)*1, XYZ-Wing*1, Full House*20
217	solved	极端	8112	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*4, Locked Candidates Type 2 (Claiming)*4, 隐藏数对(Hidden Pair)*2, 唯一性测试 3*2, Naked Single*25, 隐式矩形(Hidden Rectangle)*1, Finned X-Wing*2, Discontinuous Nice Loop*7, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*1, Forcing Chain Verity*1, Forcing Net Verity*1, Forcing Net Contradiction*1, XYZ-Wing*2, Finned Swordfish*1, AIC*2, Full House*21, Locked Pair*1, Sue de Coq*1, XY链(XY-Chain)*1, Naked Pair*1
218	solved	极端	5274	隐藏唯一数(Hidden Single)*6, Locked Pair*1, Locked Candidates Type 1 (Pointing)*6, X-Wing*2, Naked Pair*2, 唯一性测试 1*1, Naked Single*30, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Discontinuous Nice Loop*3, Continuous Nice Loop*1, Sue de Coq*1, AIC*4, XY-Wing*1, 隐藏数对(Hidden Pair)*1, Naked Triple*1, W-Wing*1, Full House*20
219	solved	极端	2466	隐藏唯一数(Hidden Single)*15, Locked Candidates Type 1 (Pointing)*2, Almost Locked Set XY-Wing*2, Finned X-Wing*1, Forcing Chain Contradiction*1, Discontinuous Nice Loop*1, Naked Single*19, Locked Candidates Type 2 (Claiming)*1, W-Wing*1, 隐式矩形(Hidden Rectangle)*1, Sashimi X-Wing*1, Full House*20
220	solved	极端	7228	Naked Single*21, 隐藏唯一数(Hidden Single)*10, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*13, 双线风筝(2-String Kite)*1, AIC*1, Sue de Coq*1, Forcing Chain Contradiction*2, Full House*21, X-Wing*1, Finned Swordfish*1, 多宝鱼(Turbot Fish)*1, 隐式矩形(Hidden Rectangle)*1, Finned X-Wing*1, Sashimi Swordfish*1, W-Wing*3, Locked Candidates Type 1 (Pointing)*1, Locked Candidates Type 2 (Claiming)*1
221	solved	极端	5332	Naked Single*17, 隐藏唯一数(Hidden Single)*15, Forcing Chain Contradiction*3, Locked Candidates Type 1 (Pointing)*1, Naked Triple*1, Discontinuous Nice Loop*2, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Almost Locked Set Chain*2, Forcing Chain Verity*1, Forcing Net Verity*1, Full House*21
222	solved	极端	7116	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*7, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*2, Forcing Net Verity*1, Continuous Nice Loop*2, Finned X-Wing*1, Naked Single*20, Locked Candidates Type 2 (Claiming)*2, Naked Pair*2, 隐藏数对(Hidden Pair)*1, 空矩形(Empty Rectangle)*1, W-Wing*2, XYZ-Wing*1, Naked Triple*1, X-Wing*1, Full House*21
223	solved	极端	9212	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*4, 双线风筝(2-String Kite)*1, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*2, Forcing Chain Verity*6, Forcing Chain Contradiction*6, Locked Candidates Type 2 (Claiming)*1, Naked Pair*1, Forcing Net Verity*1, Naked Single*23, Full House*20
224	solved	极端	9634	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 1 (Pointing)*6, 双线风筝(2-String Kite)*2, Discontinuous Nice Loop*10, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*4, Forcing Chain Verity*2, Locked Pair*1, Almost Locked Set XY-Wing*1, XYZ-Wing*1, Naked Single*24, 成组 AIC*1, Naked Pair*1, Sashimi Swordfish*1, Sue de Coq*1, Locked Candidates Type 2 (Claiming)*1, Continuous Nice Loop*1, AIC*1, Full House*21
225	solved	极端	11772	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*10, 隐藏数对(Hidden Pair)*1, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*7, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*9, Forcing Chain Verity*4, W-Wing*2, Naked Single*26, Sue de Coq*1, AIC*2, Naked Triple*2, Full House*21, 摩天楼(Skyscraper)*1
226	solved	极端	7060	隐藏唯一数(Hidden Single)*9, Naked Single*25, Locked Candidates Type 1 (Pointing)*3, 三链列(Swordfish)*2, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*4, Forcing Chain Verity*1, Forcing Net Contradiction*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, 双线风筝(2-String Kite)*2, Discontinuous Nice Loop*2, 成组连续环(Grouped Continuous Nice Loop)*1, X-Wing*1, AIC*1, Naked Pair*1, XY-Wing*1, Sue de Coq*1, W-Wing*1, Full House*21
227	solved	极端	7154	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*4, Locked Candidates Type 2 (Claiming)*2, 摩天楼(Skyscraper)*3, 双线风筝(2-String Kite)*1, Almost Locked Set XZ-Rule*1, Finned Franken Swordfish*1, Forcing Chain Contradiction*3, Forcing Net Verity*1, Finned Swordfish*1, AIC*1, Discontinuous Nice Loop*4, 成组 AIC*1, Naked Single*25, Continuous Nice Loop*2, XYZ-Wing*1, Naked Triple*3, Naked Pair*1, X-Wing*1, Full House*21
228	solved	极端	5732	隐藏唯一数(Hidden Single)*5, Naked Triple*1, Sashimi X-Wing*1, Almost Locked Set XY-Wing*2, 双线风筝(2-String Kite)*1, Forcing Chain Contradiction*6, Locked Candidates Type 1 (Pointing)*2, Discontinuous Nice Loop*1, AIC*2, Locked Candidates Type 2 (Claiming)*1, Naked Single*27, 隐式矩形(Hidden Rectangle)*2, XY链(XY-Chain)*1, Full House*21
229	solved	极端	7092	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*4, 空矩形(Empty Rectangle)*1, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*5, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Discontinuous Nice Loop*2, Almost Locked Set XZ-Rule*1, Naked Single*19, 唯一性测试 1*1, 摩天楼(Skyscraper)*1, XY-Wing*2, Sue de Coq*3, XY链(XY-Chain)*1, 多宝鱼(Turbot Fish)*1, W-Wing*1, Full House*21
230	solved	极端	6710	Naked Single*28, 隐藏唯一数(Hidden Single)*7, Locked Pair*1, Locked Candidates Type 1 (Pointing)*5, X-Wing*1, Sue de Coq*1, Discontinuous Nice Loop*3, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*4, Forcing Net Verity*1, Locked Candidates Type 2 (Claiming)*1, Naked Pair*2, 成组不连续环(Grouped Discontinuous Nice Loop)*4, 隐藏数对(Hidden Pair)*1, Full House*20, 隐式矩形(Hidden Rectangle)*1, XY链(XY-Chain)*1, Bivalue Universal Grave + 1*1
231	solved	极端	10600	隐藏唯一数(Hidden Single)*12, Finned X-Wing*1, Discontinuous Nice Loop*8, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Locked Pair*1, Locked Candidates Type 1 (Pointing)*5, Forcing Chain Contradiction*6, Forcing Net Contradiction*1, 三链列(Swordfish)*1, Almost Locked Set XZ-Rule*1, Naked Triple*2, Locked Candidates Type 2 (Claiming)*2, XY-Wing*1, Almost Locked Set Chain*2, AIC*1, Naked Pair*3, Naked Single*22, X-Wing*1, 唯一性测试 1*1, W-Wing*1, Full House*21
232	solved	极端	7428	隐藏唯一数(Hidden Single)*5, 摩天楼(Skyscraper)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*8, Almost Locked Set XY-Wing*4, Finned X-Wing*1, Almost Locked Set Chain*1, Forcing Chain Contradiction*3, Discontinuous Nice Loop*1, Almost Locked Set XZ-Rule*3, Naked Triple*1, Naked Single*26, Full House*21
233	solved	极端	8048	隐藏唯一数(Hidden Single)*11, Naked Single*26, Locked Candidates Type 1 (Pointing)*5, X-Wing*1, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*7, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*2, Finned X-Wing*1, Almost Locked Set XY-Wing*3, Forcing Chain Contradiction*2, Sue de Coq*1, Almost Locked Set Chain*1, AIC*2, W-Wing*1, Naked Pair*1, 多宝鱼(Turbot Fish)*1, Locked Candidates Type 2 (Claiming)*2, Naked Triple*1, XY链(XY-Chain)*1, Full House*20
234	solved	极端	3720	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*1, Sue de Coq*2, Discontinuous Nice Loop*1, Naked Single*28, 双线风筝(2-String Kite)*2, 多宝鱼(Turbot Fish)*1, Sashimi Swordfish*1, Multi Colors 1*1, 隐藏数对(Hidden Pair)*1, Naked Pair*1, Locked Candidates Type 2 (Claiming)*1, 空矩形(Empty Rectangle)*1, AIC*1, Full House*19
235	solved	极端	5310	Naked Single*32, 隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*7, Locked Candidates Type 2 (Claiming)*6, Naked Triple*3, Finned Swordfish*1, Almost Locked Set Chain*1, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*1, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*3, 隐式矩形(Hidden Rectangle)*1, 双线风筝(2-String Kite)*1, Locked Pair*1, AIC*1, XYZ-Wing*1, Full House*20
236	solved	很高	1590	Naked Single*23, 隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*2, 双线风筝(2-String Kite)*1, 隐式矩形(Hidden Rectangle)*1, Finned Swordfish*1, 成组 AIC*1, 唯一性测试 3*1, Full House*20, Locked Candidates Type 2 (Claiming)*1, 摩天楼(Skyscraper)*1, 多宝鱼(Turbot Fish)*1
237	solved	极端	11016	隐藏唯一数(Hidden Single)*18, Locked Candidates Type 1 (Pointing)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Forcing Chain Contradiction*5, Finned X-Wing*1, Forcing Net Verity*1, Naked Triple*2, 多宝鱼(Turbot Fish)*2, 空矩形(Empty Rectangle)*3, Discontinuous Nice Loop*7, Almost Locked Set XZ-Rule*2, Almost Locked Set Chain*2, X-Wing*3, Naked Pair*2, 双线风筝(2-String Kite)*2, Naked Single*15, 摩天楼(Skyscraper)*1, XY-Wing*1, Finned Swordfish*1, Sue de Coq*1, 隐式矩形(Hidden Rectangle)*1, Simple Colors Trap*1, XY链(XY-Chain)*1, Full House*21, Bivalue Universal Grave + 1*1
238	solved	极端	12266	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*8, Discontinuous Nice Loop*4, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XZ-Rule*3, Forcing Chain Contradiction*8, Forcing Chain Verity*3, 双线风筝(2-String Kite)*1, 空矩形(Empty Rectangle)*3, AIC*2, Almost Locked Set XY-Wing*3, Naked Triple*1, Almost Locked Set Chain*1, 成组 AIC*1, Naked Single*26, Full House*20
239	solved	极端	8164	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*2, Naked Triple*1, Naked Single*26, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*6, Almost Locked Set XZ-Rule*2, Forcing Chain Contradiction*6, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Verity*2, 双线风筝(2-String Kite)*1, Locked Candidates Type 2 (Claiming)*1, Naked Pair*1, Sashimi X-Wing*1, 摩天楼(Skyscraper)*2, W-Wing*1, Finned Swordfish*1, Full House*19
